,sentiment,tweets
814,0,being bored at homee 
815,0,massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.
816,0,@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite 
817,0,has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. 
818,0,@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile 
819,0,It's only tuesday 
820,0,Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha
821,0,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night 
822,0,@kalichosich awww poor puppy is she ok? 
823,0,i might break down and eat some buffalo wings tomorrow 
824,0,"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of"
825,0,Fed bokkie too many birthday treats-sicko 
826,0,"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' "
827,0,Work laptop is officially dead .. Not happy at all.. 
828,0,"My goodness, it's freezing down here !!!!! "
829,0,@heidimontag why do you put up with him!!!!!  You should listen to your mom 
830,0,is stucked in Paris and can't even travel into France (for work) 
831,0,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! "
832,0,aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.
833,0,I am worried that I won't get my $900 even though I paid a buttload of tax last year ! 
834,0,"Okay, so.. STILL NO SCHOOL!!!! "
835,0,IS PHONELESS  ...NOW OFF TOO SLEEP
836,0,"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted "
837,0,it is really cold 
838,0,cant sleep  she wants to dream!!
839,0,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!
840,0,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. 
841,0,@Cronotriggers  that's sad.
842,0,just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38
843,0,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. "
844,0,struggling with eam law 
845,0,Why can't I sleep like her  http://twitpic.com/2y3ty
846,0,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.
847,0,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this 
848,0,"Well, that sucked. "
849,0,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  
850,0,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy "
851,0,@stewiebrittany no  i dont even know how to ride it
852,0,"@MonaSmith sadly, yes. i think i need counciling now "
853,0,"making myself ready for school...don't feel like going, but have two tests "
854,0,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. 
855,0,Anybody know where my iPod went? 
856,0,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible."
857,0,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. 
858,0, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?
859,0,@kameelahwrites &lt;33 codez....they've been MIA tho 
860,0,@reannaremick doesnt work on my cell  go to sleep! =P
861,0,it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday 
862,0,@taliasunset rock band is hard..on expert!!! 
863,0,@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. 
864,0,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually "
865,0,they killed off a character on one of my favorite shows and now i'm upset 
866,0,jealous of my friends who got to see the new Star Trek film in Austin tonight. 
867,0,Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  
868,0,"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!"
869,0,good morning everybody! pkoi y fais pas beau  bon coffee time!
870,0,work again 
871,0,Essay time.... 
872,0,@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. 
873,0,"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. "
874,0,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight 
875,0,no! i lost a loyal 
876,0,played another hand very bad and lost half my stack 
877,0,It's 6.20pm - early days in a looooooong night at work 
878,0,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!
879,0,So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though 
880,0,@rj i don't know what half of that means 
881,0,homework homework homework 
882,0,"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! "
883,0,@MeLaMachinko now i feel bad for unfollowing. 
884,0,"So... Tired... God I hate the new job, and only two days in "
885,0,Sad about Kutner being killed off my fav show House! 
886,0,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her 
887,0,I feel like shit. This is NOT the way I want to spend my birthday's eve 
888,0,"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......"
889,0,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! 
890,0,@emiliexclarkex miss you 
891,0,@stephenkruiser I'm so sorry to hear about your dog 
892,0,Too much internet. How it plagues me 
893,0,i miss my ex soo much 
894,0,Sodding M25   http://twitpic.com/2y3y0
895,0,oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days 
896,0,@featherinair call me back. 
897,0,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg"
898,0,it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. 
899,0,"I totally have like...  four girl options, and none of them seem viable "
900,0,"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......"
901,0,Listening to Bjork's All is full of Love... crying 
902,0,"Omg the hills! Then I love money2, aww I think becky buckwild goes "
903,0,is craving for some tantan nabe  http://plurk.com/p/mzxcs
904,0,C'mon sean man 
905,0,Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.
906,0,"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain "
907,0,@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL
908,0,@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?
909,0,"@SLessard But, but, but . . I wanna listen to the masters too!  "
910,0,"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work "
911,0,i feel unloved. dropped 2 tweeters 
912,0,"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him"
913,0,Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.
914,0,@mykele sayyyy whaaaa? I wasn't invited... 
915,0,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though 
916,0,@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old 
917,0,We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... 
918,0,i don't like lukewarm showers 
919,0,@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. 
920,0,"@skylineking722 connor, it's me, febi  are you really really mad at me??"
921,0,"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! "
922,0,@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash 
923,0,@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
924,0,Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. 
925,0,"@sudam08  yes, someone hasn't been reading my posts properly  "
926,0,Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  
927,0,Who turned the lights on? It will be time to get ip then 
928,0,@therealnph Twitter hates us both then.  
929,0,I hate the fact that I'm genuinely excited about my last tweet 
930,0,@celesteclara i can't sleep either 
931,0,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. "
932,0,@champagnemanoir all rain today  . Garden really needs it so not quite so bad.
933,0,Yawn yawn yawn!! 10 more minutes in bed 
934,0,@MajesticFlame ouch - sounds very sucky 
935,0,@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though 
936,0,@mattycus  *cry* 
937,0,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  "
938,0,It was a sleepless night 
939,0,@BillyBush she admitted to being a fake  
940,0,@BATMANNN  i love chutney......
941,0,got highly bored today scanning 24 pages for daddy. Had to do it! 
942,0,@misterphipps you cooked risotto without me!!??? 
943,0,Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.
944,0,YAY FOR BASEBALL SEASON! boo to yankees losing their first game 
945,0,LOST sucks  ... because i have to work today
946,0,omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;
947,0,In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam
948,0,@RachelCmrn I don't like goodnights 
949,0,Greaaat my lappy won't turn on  wtffffff
950,0,"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help."
951,0,Lookin like an all-nighter. I hate it when I do this to myself 
952,0,@vernonhamilton You're a stranger   
953,0,"Debbugging old VB6 code, the day could have started better . . .  "
954,0,@toddlington only a quarter of a percent babe  darn
955,0,"Coming down with a cold or bad allergies. Either way, I'm miserable! "
956,0,"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A"
957,0,Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story
958,0,"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?"
959,0,"Another early morn with the Duchess, although she hadn't managed to cross her legs this time "
960,0,@alexbigman you left without saying hi! 
961,0,"l want, but I can't sleep "
962,0,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. "
963,0,"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing."
964,0,im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha
965,0,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!
966,0,@smokey_robinson  you fell off my list...did I offend you?  
967,0,"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. "
968,0,gonna try to get some sleep in this hotel room 
969,0,@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly 
970,0,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. 
971,0,rt @KimKardashian Khloe just got fired from the Apprentice 
972,0,in biology class. my lip hurts 
973,0,Sorry for the next tweet... 
974,0,Grr not down to go to school today 
975,0,@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. 
976,0,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back 
977,0,@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! 
978,0,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!
979,0,@MarcusMims wow i didn't get an &quot;hello&quot; u suck 
980,0,"bedtime, school tomorrow, and i still have no books  being broke suckssss"
981,0,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy
982,0,Synching my contacts from my old mobile to iPhone. Import does not work well 
983,0,i can't concentrate 
984,0,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time 
985,0,Nw more confused then ever! 
986,0,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now."
987,0,Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew 
988,0,"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish "
989,0,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? 
990,0,omg... &quot;The Reader&quot; is making me 
991,0,"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged "
992,0,tried to download tweetdeck but it wont download 
993,0,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers 
994,0,@dweeman why aren't you a happy camper? 
995,0,"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... "
996,0,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!
997,0,@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out 
998,0,And somehow I still end up in this place 
999,0,"@kisluvkis oh that is very sad, poor boy. "
1000,0,"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you "
1001,0,I'm doing my homework. It's gosh darn hard!! 
1002,0,definitely no vacation for me...   http://plurk.com/p/mzygb
1003,0,'study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am 
1004,0,"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa. "
1005,0,@j_stricko I found it pretty frustrating. stupid monkeys 
1006,0,"@lenesha but Im not feeling well, mommy... "
1007,0,"@lovebscott Nope, I'm Right Along Wit' You! "
1008,0,so a murder? gotcha.  Cant believe it
1009,0,@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. 
1010,0,"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. "
1011,0,@citizensheep 
1012,0,@thesage1014 I wish I could! Gotta work though 
1013,0,@SeaGhostdesigns what happened to you on Saturday? You didnt show up... 
1014,0,@GirlsGoneChild 
1015,0,Can't fall asleep 
1016,0,I have mouth ulcer  so painful to talk and eat! 
1017,0,"@danphelan Urgh, it was just the video, and they cut the Robots part!!! "
1018,0,my dog can't move anymore. praying that he will be okay 
1019,0,@Kal_Penn you were pretty much my fave...not much reason to watch now 
1020,0,@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!
1021,0,@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!
1022,0,@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon! 
1023,0,New Post!  http://tinyurl.com/cexkqy
1024,0,@graemearcher I am sad about Innocent selling out too! 
1025,0,dang won't be able to get to any workshops run by web directions 
1026,0,"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize "
1027,0,Jap girls ? They're leaving! 
1028,0,my poor little girl has a baaaad rash on her bum and isnt feeling good 
1029,0,@nicolerichie yes! we had the VHS. i cried when the old man died 
1030,0,"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video "
1031,0,"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. "
1032,0,waiting for kelly's call. 
1033,0,"mhm, not having a good day  blah blah blah"
1034,0,"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME "
1035,0,"I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read. "
1036,0,@robertfperez ugh of course not  Just thursday and friday..sat I have both kids
1037,0,@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily. 
1038,0,@kaozdesign  I think I found my face...unfortunately. You didn't find yours yet?  
1039,0,seeing that shouldnt have made my stomach flip like it did 
1040,0,Headache... Pleeeease go away 
1041,0,@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time 
1042,0,Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU 
1043,0,I hate Tuesdays 
1044,0,@gracedent it's her &quot;hair&quot; I can't deal with 
1045,0,Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me.  Also decided to take a break from #wow for awhile.
1046,0,i need new glasses...mines is hangnon 1 arm 
1047,0,Meat Week Day 3: Tummy hurts every night 
1048,0,Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad. 
1049,0,On the phone with the bestie than shower.. Confused I don't know what to do 
1050,0,"@Sirrah21 Aww poor froofroo, this is way too late for you "
1051,0,i miss my 808 fam 
1052,0,@OfficialPRofOZ she sed puerto rican 
1053,0,@JoeFernandez @klout your not thinking of selling are you? 
1054,0,"@simX Yeah. I always slow down at the end  ï¿½ï¿½also, take that! I win."
1055,0,"@pornstartweet i wanna go, but I am only 20!!!! "
1056,0,@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear 
1057,0,"I know! Big love, true blood and united states of tara have too long of waits between seasons! "
1058,0,@sensesdestroyer I wanna go to lamb of god 
1059,0,is sad she has lost her HN arm band...it just disappeared 
1060,0,set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much 
1061,0,awh damn! my puppy has ticks 
1062,0,"|H|ouse made me sad. Oh, Kutner "
1063,0,@_saffron  Why not? :[
1064,0,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him. 
1065,0,needs hugs/snuggles... 
1066,0,"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled "
1067,0,Rachel and jessy r making me work out  thanks you guy
1068,0,I'm wishing I had more time 
1069,0,@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing.
1070,0,I am not wanting to go to school tomorrow. 
1071,0,Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org 
1072,0,@rootbeerfloats8 You hate Billy now?! 
1073,0,On a 2-day work-week..fast-forward to Thursday please 
1074,0,@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u 
1075,0,Is it possible to die from coughing? It SUCKS being ill 
1076,0,cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood 
1077,0,@paulieseow hahahahahah i can easily make ice milo but its just not the same 
1078,0,why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.
1079,0,My #art is regressing... 
1080,0,@onlysweeter I don't know the dance. 
1081,0,@laurwee_boo im ok I guess had a hard day 
1082,0,Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827
1083,0,damnnn! i missed 11:11 
1084,0,"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?"
1085,0,@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot
1086,0,"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. "
1087,0,is afraid that her G.I. notes will not read themselves. 
1088,0,*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party  (this is not the start I hoped for)
1089,0,"_secretgarden_ I haven't gotten any porn spammers  I don't check my followers, but haven't had any tweets like that."
1090,0,Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that! 
1091,0,@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit 
1092,0,and they advertising fake louis bags as 100% authentic on google  i'm pissed!
1093,0,Can't sleep  dam naps lol... and its hot
1094,0,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing. 
1095,0,"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick "
1096,0,is ready to go to bed..long day tomorrow 
1097,0,job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job 
1098,0,"No electricity today, so no tweets. "
1099,0,@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? 
1100,0,"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while "
1101,0,Very tired this morning - no idea why! Great start to the day 
1102,0,"Morning All, I'm back from my little break from the computer. back to work again today "
1103,0,At mobilityvic.org launch.  No grog  nice video from PWC though
1104,0,still no &quot;followers&quot;   please some1 inform me on how this works????
1105,0,misses him right now. i need a hug 
1106,0,Tried to get up earlier today........didn't work out 
1107,0,Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work 
1108,0,Foot is out of commission  ouch! Running this morning did not help...not smart.
1109,0,"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night "
1110,0,is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum 
1111,0,@cmykevin ooh nice! but williams sonoma already got to me. 
1112,0,I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh
1113,0,Waitin 4 the theory test centre 2 open 
1114,0,"got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.  "
1115,0,I think I need to get laid. Sad revolution I had earlier rofl 
1116,0,@ourcitylight that was so sudden!! 
1117,0,Now i want Amanita  ...someone made me feel unliving.
1118,0,@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away? 
1119,0,@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing 
1120,0,@hutsoncap  everything alright?
1121,0,is procrastinating... i feel ill.. but don't want to go to bed.  
1122,0,@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think 
1123,0,wants to go home and watch The Hills 
1124,0,@sarmar I guess I'm out of funny 
1125,0,@moethebeat aww moe! I was planning on leaving tomorrow evening  are you gonna be in town by chance?
1126,0,"i wanna write, but i'm not cool enough to make up a storylineee. "
1127,0,"@Gripping agreed! love the sound, but hates how everyone knows them "
1128,0,@brendamew2 no art tomorrow.  and nice to see you've joined twitter!
1129,0,"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad "
1130,0,@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex 
1131,0,Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning? 
1132,0,Good morning for a very rainy France  No gardening for me today.
1133,0,"If ever there was a day for staying in bed, today is it "
1134,0,Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself. 
1135,0,"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck..."
1136,0,Extremely jealous... 
1137,0,@kimmyawesome Ohhhh that sucks  I love the summer set.
1138,0,@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam 
1139,0,bedtime. wake up call at 7am 
1140,0,So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though 
1141,0,"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital "
1142,0,congested nose 
1143,0,Can't sleep. Need to talk to someone. 
1144,0,"@penalba por favor decime ke no estas involucrado en esa pagina nicatrolls, they're THE CANCER that's killing /b/ "
1145,0,"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close "
1146,0,Lifee Gets Worsee &amp;&amp; Worsee 
1147,0,@dnwallace - I am shuddering and shaking too 
1148,0,"Sorting brekkie for the kids then off to the horrible place called work, boohoo "
1149,0,my condolences to natasha richardson's family 
1150,0,@LittleYellowJen what do don't think ily?? nawwww 
1151,0,Where's Derrick  http://ff.im/-1XWXs
1152,0,Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am... 
1153,0,missed today's ELLEN 
1154,0,I suddenly miss my Flintstones vitamin tablets  SOOOO GOOOOD
1155,0,@mattpro13 legitimately good cops out there 
1156,0,@onlytosee Twitter's been doing that to me tooo. 
1157,0,@pealuh I think I need to go to Twitterholics Anonymous...... 
1158,0,@lizhenry we haven't heard from her or sha. 
1159,0,my heart has been broken. 
1160,0,i forgot how to sleep 
1161,0,Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30? 
1162,0,@mostazzza Im sorry I've failed you 
1163,0,@CodaQueen oh wait he does have 1 in Oakland on the 18th. Can't understand why he only has 1 &amp; in Oakland 
1164,0,is missing talking to my bff on da phone!!!! 
1165,0,wondering why I am so stupid  Need to eat more fish I guess *sigh*...
1166,0,i miss my old friends from elementary ans middle school 
1167,0,@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches 
1168,0,looks like i've missed out on yet another job  someone please employ me! Haha
1169,0,"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode "
1170,0,Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night 
1171,0,Slideshare's embed code is annoying me.  Sorry about the tiny embed  #fail
1172,0,@Flawless326 Why did my baby have to eat 3 prunes today and now he finally went ! My poor baby 
1173,0,I'am bored. Nothing to do! 
1174,0,morning all - 1st appointment of the day - the dentist ! 
1175,0,"@amyserrata he wrote most of the album, but ironically, the singles he did not write "
1176,0,Someone PLEASE take Gossip Girl away from me. I'm addicted 
1177,0,good night swetdreamss to everyonee   and jared never chat in kyte puff 
1178,0,Horrible sore throat  hurts
1179,0,"Time to get dressed, I suppose...gah another workday "
1180,0,"Not to self: licking off pudding from a seafood fork, not so enjoyable as slowly licking off of a spoon "
1181,0,All ready to go to the premier and just realized how under dressed I am 
1182,0,It just makes me happy! over and over again. I wish I wan't afraid to fly  http://tinyurl.com/64skpp
1183,0,@Eyrro awwwww bummerr...sorry missed it again 
1184,0,Waking up to the sound of jackhammers is not a pleasant way to start the day. 
1185,0,@almostcool i'm off now 
1186,0,"@jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song "
1187,0,Nevada is really long and the gas pumps are down   But on a good note I just won $5 in a slot machine!!  I love to gamble!!!
1188,0,@amirrabennett nope. baby's due in 5th may! getting closer but still 1001 things not done 
1189,0,headache 
1190,0,is still effinggggg sick  when will i get better?! ughh
1191,0,Still in bed and donï¿½t want to do anything else. University is callung too loud 
1192,0,seattle is in tents! i miss my T.O. peepz tho 
1193,0,It just makes me happy! over and over again! I just wish I wasn't afraid to fly  http://tinyurl.com/64skpp
1194,0,Errrggggg! My tummy hurts. 
1195,0,"thought it would be interesting to get F1 updates from Twitter, slightly regretting the decision, I can't see anyone elses's updates "
1196,0,ripped switcheasy colors 
1197,0,We failed that song 
1198,0, poor mel. Feeling your pain.
1199,0,Ugh. still working on project  just taking a small break
1200,0,The one day I have to go to school is the same day something exciting happens at parliament square 
1201,0,@watko Shockingly not! 
1202,0,"Today was a less interesting day on Twitter. @cboyack , @igeldard , and @iidiocracy were all kind of quiet today "
1203,0,@CourtneyBrwn awww thanks.. i hate being sick 
1204,0,VIP guests today -________-&quot;   blohheeee       I HATE it 
1205,0,Up early 
1206,0,WHAT THE FUCK YOUKU  I WANT TO WATCH SKINS.
1207,0,i forgot my phone in my car but i'm too scared to go outside and get it. 
1208,0,I totally forgot we were going to do fisheye 2night   What u doing Thursday....  Btw.... I'm so late with the hills... LOL
1209,0,totally shocked by the episode of house this eveing  Lost one of my favorite characters.
1210,0,@offbytwo seeing a doctor i hope? 
1211,0,didn't pass the first part of the CSET  I missed it by 5 effing points!
1212,0,"@KevinPeterson the 2G cases were like that. But scratches don't void your warrenty, dents do... As I found out "
1213,0,"I have chapped lips, boo "
1214,0,@ryleebeth ye im not  very sad...but weirdly enough shes lettin me go 2 da party?? how confusing parents r?? lol
1215,0,@Kimboinlimbo no chance of that coming back when it'd be 20 mins faster than the Javelins though 
1216,0,bored and lonely 
1217,0,Back to classic rainy Amsterdam days 
1218,0,feels like crying that's how sick i feel 
1219,0,@Horrors_Wench Me toooooo! I feel like I've been on the verge of an anxiety attack all day.  
1220,0,"I woke up an hour ago ... Now I'm having a hard time going back to bed  in Lakewood, CA http://loopt.us/rywlHQ"
